Dates,USDZARV1M,USDZARV3M,USDZARV1Y,USDZARPX_LAST,USDZARPX_BID,USDZARPX_ASK
2012-07-03,15.5425,16.3575,17.615,8.0752,8.0602,8.0901
2012-07-04,15.4025,16.205,17.44,8.1383,8.128,8.1485
2012-07-05,15.305,16.1475,17.3875,8.1439,8.1275,8.1602
2012-07-06,15.485,16.25,17.55,8.2591,8.2367,8.2815
2012-07-09,15.45,16.2425,17.5575,8.2179,8.2015,8.2342
2012-07-10,15.275,16.08,17.34,8.2173,8.2024,8.2322
2012-07-11,15.1325,15.99,17.3725,8.2475,8.2371,8.2579
2012-07-12,15.5525,16.0325,17.4225,8.3229,8.3035,8.3422
2012-07-13,15.245,16.115,17.3825,8.2656,8.2532,8.278
2012-07-16,14.9625,15.9875,17.3375,8.2025,8.1933,8.2118
2012-07-17,14.62,15.5575,17.2525,8.1715,8.1567,8.1863
2012-07-18,14.3725,15.3675,17.0625,8.1626,8.1468,8.1784
2012-07-19,14.5175,15.37,17.105,8.1686,8.1507,8.1865
2012-07-20,14.3475,15.275,17.0325,8.2868,8.2783,8.2953
2012-07-23,15.0325,15.655,17.31,8.4595,8.4431,8.4759
2012-07-24,15.455,15.82,17.595,8.517,8.504,8.53
2012-07-25,15.06,15.6425,17.3725,8.3965,8.3856,8.4074
2012-07-26,15.47,15.9625,17.55,8.2375,8.225,8.25
2012-07-27,15.0975,15.6975,17.3125,8.157,8.148,8.166
2012-07-30,15.3725,15.6575,17.2675,8.2013,8.1925,8.21
2012-07-31,15.55,16.24,17.4075,8.2587,8.2425,8.275
2012-08-01,16.3225,16.4575,17.6425,8.3491,8.3381,8.36
2012-08-02,16.0075,16.3975,17.55,8.3476,8.3403,8.355
2012-08-03,15.3975,16.0175,17.35,8.1489,8.1384,8.1594
2012-08-06,15.53,16.36,17.395,8.1642,8.1481,8.1804
2012-08-07,15.485,16.3,17.3975,8.1632,8.1444,8.1821
2012-08-08,15.2175,16.04,17.34,8.0821,8.0628,8.1015
2012-08-09,15.1525,15.885,17.3,8.084,8.075,8.0929
2012-08-10,14.9775,15.725,17.285,8.0916,8.0717,8.1115
2012-08-13,15.0,15.9525,17.35,8.1495,8.135,8.164
2012-08-14,15.0475,15.87,17.35,8.1962,8.1882,8.2043
2012-08-15,15.1025,15.87,17.3825,8.2407,8.2334,8.248
2012-08-16,14.9125,15.775,17.295,8.2165,8.2075,8.2255
2012-08-17,15.19,15.9525,17.365,8.3172,8.3026,8.3317
2012-08-20,15.085,15.7525,17.335,8.3349,8.3312,8.3387
2012-08-21,15.5,16.0,17.4,8.2665,8.2587,8.2743
2012-08-22,14.8675,15.6875,17.245,8.2375,8.2275,8.2475
2012-08-23,15.085,16.0025,17.36,8.3134,8.3076,8.3191
2012-08-24,15.31,16.185,17.6,8.4003,8.3912,8.4094
2012-08-27,17.04,17.8025,18.6975,8.4447,8.4392,8.4501
2012-08-28,15.0825,15.7825,17.345,8.4102,8.4046,8.4157
2012-08-29,15.7325,16.24,17.595,8.4071,8.4028,8.4114
2012-08-30,15.9425,16.42,17.755,8.476,8.47,8.482
2012-08-31,15.9625,16.42,17.78,8.4,8.395,8.405
2012-09-03,15.7925,16.4175,17.775,8.3869,8.376,8.3977
2012-09-04,15.34,16.0675,17.54,8.4145,8.409,8.42
2012-09-05,15.555,16.285,17.6625,8.4183,8.4066,8.43
2012-09-06,15.0,15.9175,17.5275,8.3045,8.2959,8.313
2012-09-07,14.9425,15.7325,17.265,8.1709,8.1634,8.1784
2012-09-10,14.555,15.48,17.11,8.1903,8.1863,8.1943
2012-09-11,14.27,15.32,16.995,8.181,8.168,8.194
2012-09-12,15.2575,15.8225,17.08,8.3346,8.3196,8.3496
2012-09-13,15.35,15.75,17.19,8.2381,8.23,8.2462
2012-09-14,15.0925,15.87,16.995,8.2059,8.1961,8.2158
2012-09-17,15.11,15.8725,17.0,8.2655,8.26,8.271
2012-09-18,14.94,15.73,16.945,8.1794,8.1742,8.1845
2012-09-19,14.6525,15.48,16.99,8.2727,8.2675,8.278
2012-09-20,15.0375,15.815,16.895,8.3069,8.3,8.3139
2012-09-21,14.75,15.75,16.75,8.278,8.269,8.287
2012-09-24,14.75,15.75,16.75,8.2413,8.2363,8.2463
2012-09-25,14.455,15.35,16.7625,8.2319,8.2279,8.236
2012-09-26,14.4225,15.2225,16.765,8.2344,8.2225,8.2463
2012-09-27,14.74,15.4875,16.7125,8.2331,8.2272,8.239
2012-09-28,14.89,15.235,16.7975,8.3146,8.3023,8.3268
2012-10-01,15.0,15.5,16.95,8.3825,8.372,8.393
2012-10-02,14.7425,15.355,17.04,8.3637,8.355,8.3724
2012-10-03,15.1325,15.4775,16.98,8.4335,8.4282,8.4388
2012-10-04,15.0625,15.3825,16.95,8.5206,8.5148,8.5265
2012-10-05,15.25,15.4425,17.05,8.7793,8.7685,8.79
2012-10-08,18.9075,18.32,18.515,8.8928,8.8748,8.9109
2012-10-09,18.56,18.455,18.4975,8.7549,8.7448,8.765
2012-10-10,18.1125,18.2175,18.3425,8.7453,8.7392,8.7513
2012-10-11,17.825,17.625,18.11,8.6625,8.657,8.668
2012-10-12,17.46,17.4725,17.9975,8.7295,8.7215,8.7375
2012-10-15,17.0475,16.925,17.9175,8.7994,8.7939,8.8049
2012-10-16,16.7425,16.9275,17.92,8.6964,8.6904,8.7023
2012-10-17,15.825,16.425,17.745,8.6032,8.5981,8.6083
2012-10-18,15.6075,15.9425,17.635,8.6544,8.6496,8.6593
2012-10-19,15.21,15.72,17.4075,8.6614,8.6512,8.6717
2012-10-22,15.1225,15.59,17.32,8.6418,8.6371,8.6466
2012-10-23,15.175,15.535,17.38,8.7666,8.7605,8.7726
2012-10-24,15.4875,15.745,17.495,8.7839,8.7758,8.792
2012-10-25,15.0125,15.705,17.5,8.7425,8.735,8.75
2012-10-26,14.8475,15.72,17.515,8.6431,8.635,8.6511
2012-10-29,14.86,15.43,17.285,8.6782,8.6726,8.6837
2012-10-30,14.3,14.945,17.085,8.6462,8.637,8.6554
2012-10-31,14.075,14.745,17.0,8.6736,8.6686,8.6785
2012-11-01,13.88,14.74,16.995,8.6422,8.6365,8.6478
2012-11-02,14.0725,14.725,16.94,8.77,8.76,8.78
2012-11-05,13.94,14.66,16.81,8.7239,8.7169,8.7309
2012-11-06,13.8725,14.665,16.845,8.6253,8.6159,8.6346
2012-11-07,13.4325,14.325,16.735,8.6327,8.6267,8.6387
2012-11-08,13.3125,14.215,16.655,8.7206,8.7132,8.7279
2012-11-09,13.25,14.24,16.735,8.7105,8.7005,8.7205
2012-11-12,13.3225,14.335,16.735,8.7435,8.735,8.7521
2012-11-13,13.4625,14.345,16.74,8.796,8.7822,8.8098
2012-11-14,13.43,14.43,16.7375,8.9214,8.8975,8.9452
2012-11-15,13.675,14.4125,16.7375,8.9276,8.9208,8.9344
2012-11-16,13.515,14.345,16.6725,8.8709,8.8535,8.8883
2012-11-19,13.1425,13.985,16.4975,8.8284,8.8045,8.8522
2012-11-20,13.0725,13.865,16.45,8.842,8.836,8.848
2012-11-21,12.8125,13.8,16.435,8.9482,8.9378,8.9585
2012-11-22,13.2925,14.0025,16.49,8.9463,8.9322,8.9603
2012-11-23,12.8175,13.665,16.2525,8.877,8.8619,8.8921
2012-11-26,12.9975,13.785,16.27,8.8636,8.8531,8.874
2012-11-27,12.285,13.31,15.6375,8.8431,8.8301,8.856
2012-11-28,12.5775,13.455,15.735,8.8127,8.8051,8.8204
2012-11-29,12.0675,13.29,15.625,8.7825,8.7721,8.7929
2012-11-30,11.9625,13.19,15.5325,8.9088,8.8986,8.919
2012-12-03,12.2225,13.3775,15.655,8.869,8.8605,8.8775
2012-12-04,11.855,13.225,15.5925,8.7972,8.7856,8.8088
2012-12-05,11.58,13.215,15.59,8.7713,8.7655,8.7772
2012-12-06,11.65,13.2775,15.6075,8.68,8.6705,8.6895
2012-12-07,11.6575,13.1575,15.6375,8.6556,8.6506,8.6606
2012-12-10,11.265,13.1225,15.495,8.6695,8.66,8.679
2012-12-11,11.3,13.175,15.5,8.6588,8.6516,8.666
2012-12-12,11.2925,13.205,15.5575,8.6528,8.6473,8.6582
2012-12-13,11.1775,12.9875,15.4475,8.6612,8.6433,8.6791
2012-12-14,11.4675,13.0875,15.4775,8.6167,8.6017,8.6317
2012-12-17,11.325,13.0075,15.4225,8.542,8.5231,8.5609
2012-12-18,11.325,13.0075,15.4225,8.4505,8.4437,8.4573
2012-12-19,11.5125,13.2675,15.5425,8.484,8.476,8.492
2012-12-20,11.5725,13.4825,15.53,8.4765,8.4688,8.4843
2012-12-21,11.9925,13.58,15.6725,8.5923,8.579,8.6055
2012-12-24,11.7975,13.6075,15.6675,8.5802,8.5605,8.6
2012-12-25,11.9575,13.5875,15.6575,8.5735,8.535,8.612
2012-12-26,11.915,13.57,15.6575,8.5711,8.5613,8.5808
2012-12-27,12.2625,13.685,15.7625,8.4778,8.4628,8.4928
2012-12-28,12.065,13.585,15.72,8.4797,8.4672,8.4923
2012-12-31,11.8825,13.5775,15.705,8.4735,8.4064,8.5407
2013-01-01,11.8825,13.5775,15.68,8.458,8.443,8.473
2013-01-02,11.99,13.5875,15.7175,8.4893,8.4817,8.4967
2013-01-03,12.17,13.5975,15.7275,8.5901,8.5795,8.6008
2013-01-04,12.055,13.525,15.7275,8.5619,8.5519,8.5719
2013-01-07,12.2,13.4875,15.7475,8.5684,8.5609,8.576
2013-01-08,11.5025,13.0125,15.5175,8.58,8.5732,8.5868
2013-01-09,11.015,12.7725,15.2675,8.594,8.586,8.602
2013-01-10,11.065,12.585,15.1925,8.6497,8.6442,8.6552
2013-01-11,11.2275,12.79,15.14,8.72,8.7065,8.7335
2013-01-14,11.2225,12.775,15.13,8.6951,8.6868,8.7034
2013-01-15,11.7525,12.915,15.215,8.8159,8.808,8.8238
2013-01-16,11.94,12.9225,15.2725,8.798,8.7891,8.807
2013-01-17,11.6025,12.5875,15.1275,8.8032,8.7919,8.8145
2013-01-18,12.2475,12.905,15.2725,8.8805,8.8655,8.8955
2013-01-21,12.8025,12.9075,15.265,8.8592,8.8397,8.8787
2013-01-22,11.97,12.8125,15.1525,8.8549,8.8454,8.8645
2013-01-23,12.455,12.9975,15.3475,9.0625,9.0525,9.0725
2013-01-24,12.61,13.1625,15.35,9.0468,9.033,9.0605
2013-01-25,12.6125,13.1975,15.415,8.9446,8.9393,8.9499
2013-01-28,12.89,13.13,15.1525,9.1054,9.0929,9.1178
2013-01-29,12.9825,13.2975,15.305,9.0271,9.0197,9.0345
2013-01-30,12.835,13.3125,15.33,9.0359,9.0222,9.0497
2013-01-31,12.88,13.3125,15.2575,8.9559,8.9439,8.9679
2013-02-01,12.6375,13.1725,15.2225,8.8398,8.815,8.8645
2013-02-04,12.54,13.1575,15.1225,8.915,8.9012,8.9288
2013-02-05,12.22,12.8575,14.9925,8.8314,8.821,8.8418
2013-02-06,12.1375,12.8475,15.0525,8.9013,8.8875,8.9151
2013-02-07,12.4275,12.835,14.9775,8.9095,8.8958,8.9233
2013-02-08,12.005,12.62,15.0025,8.8821,8.873,8.8913
2013-02-11,11.455,12.3425,14.9425,8.9102,8.8965,8.924
2013-02-12,11.4675,12.3525,14.9525,8.9172,8.9085,8.926
2013-02-13,11.3125,12.2525,14.88,8.8638,8.8523,8.8752
2013-02-14,11.0725,12.0975,14.85,8.7875,8.77,8.8049
2013-02-15,11.5525,12.1375,14.8425,8.855,8.84,8.87
2013-02-18,11.11,12.1325,14.875,8.8919,8.88,8.9038
2013-02-19,11.3025,12.2925,14.87,8.8525,8.8445,8.8605
2013-02-20,11.1725,12.265,14.7875,8.9115,8.8977,8.9252
2013-02-21,11.57,12.3825,14.8775,8.8959,8.8851,8.9066
2013-02-22,11.62,12.4075,14.91,8.865,8.8568,8.8733
2013-02-25,11.19,12.1375,14.815,8.8638,8.8511,8.8764
2013-02-26,11.5975,12.2775,14.8825,8.8183,8.8106,8.8261
2013-02-27,11.6575,12.2925,14.885,8.8174,8.8102,8.8245
2013-02-28,11.3675,12.0925,14.7925,9.0246,9.0184,9.0308
2013-03-01,12.4275,12.9275,15.2525,9.0642,9.0512,9.0773
2013-03-04,12.62,12.9875,15.295,9.078,9.071,9.085
2013-03-05,12.215,12.8225,15.125,9.0352,9.0292,9.0412
2013-03-06,12.205,12.8325,15.12,9.1245,9.1189,9.1301
2013-03-07,12.2325,13.0175,15.06,9.1441,9.1378,9.1504
2013-03-08,12.25,13.01,15.085,9.0896,9.0781,9.1011
2013-03-11,12.1875,12.885,15.0675,9.0921,9.0897,9.0946
2013-03-12,12.0675,12.8625,15.0825,9.1695,9.165,9.174
2013-03-13,12.6875,13.1875,15.33,9.2614,9.257,9.2658
2013-03-14,12.675,13.2175,15.3975,9.1748,9.1697,9.1798
2013-03-15,12.5525,13.1675,15.32,9.1843,9.1796,9.189
2013-03-18,12.8525,13.215,15.2825,9.1717,9.1635,9.1799
2013-03-19,12.475,13.1725,15.2625,9.2458,9.2415,9.25
2013-03-20,12.5,13.215,15.28,9.3311,9.3228,9.3394
2013-03-21,12.7475,13.4525,15.3525,9.3255,9.3162,9.3348
2013-03-22,12.435,13.2225,15.275,9.3005,9.2845,9.3165
2013-03-25,12.575,13.1625,15.235,9.2944,9.2908,9.298
2013-03-26,12.44,13.0025,15.08,9.2486,9.2322,9.265
2013-03-27,12.265,13.03,15.075,9.2624,9.257,9.2678
2013-03-28,11.565,12.6075,14.9,9.2092,9.2,9.2183
2013-03-29,11.7225,12.7125,14.975,9.2362,9.2151,9.2574
2013-04-01,11.7575,12.6975,14.955,9.1927,9.1865,9.1989
2013-04-02,11.7025,12.6825,14.95,9.2532,9.2479,9.2584
2013-04-03,11.67,12.605,14.935,9.2275,9.22,9.235
2013-04-04,11.745,12.6025,15.0,9.1672,9.1375,9.197
2013-04-05,11.1575,12.2575,14.75,9.0974,9.094,9.1008
2013-04-08,11.22,12.19,14.705,8.99,8.9856,8.9944
2013-04-09,11.1475,12.0875,14.7,8.9258,8.9225,8.9292
2013-04-10,11.1275,12.085,14.695,8.9053,8.9002,8.9103
2013-04-11,11.05,12.0875,14.625,8.8964,8.8939,8.8989
2013-04-12,11.0775,12.235,14.725,8.9434,8.9366,8.9503
2013-04-15,11.53,12.405,14.8875,9.2043,9.199,9.2096
2013-04-16,12.1125,12.6875,15.045,9.1253,9.1199,9.1306
2013-04-17,12.115,12.67,15.015,9.1735,9.1695,9.1776
2013-04-18,11.9125,12.5675,14.9825,9.1912,9.1875,9.195
2013-04-19,11.925,12.645,14.96,9.2256,9.2192,9.2321
2013-04-22,12.3,12.775,15.05,9.2369,9.2252,9.2486
2013-04-23,12.43,12.825,15.15,9.2045,9.1997,9.2093
2013-04-24,12.0525,12.7175,15.045,9.1341,9.1287,9.1393
2013-04-25,11.7175,12.6725,15.015,9.0966,9.0936,9.0996
2013-04-26,11.935,12.7225,15.0225,9.1019,9.0816,9.1222
2013-04-29,11.955,12.66,14.9575,8.9947,8.9902,8.9992
2013-04-30,12.0975,12.74,14.95,8.9682,8.9639,8.9726
2013-05-01,12.0475,12.67,14.89,9.0211,9.014,9.0282
2013-05-02,11.895,12.6525,14.865,8.9482,8.936,8.9604
2013-05-03,11.6425,12.63,14.8325,8.9097,8.8981,8.9213
2013-05-06,11.7975,12.61,14.74,8.9987,8.9924,9.005
2013-05-07,11.8825,12.5775,14.77,9.0305,9.0264,9.0346
2013-05-08,11.8225,12.58,14.78,9.0062,9.0014,9.0111
2013-05-09,11.6175,12.44,14.645,9.0263,9.019,9.0336
2013-05-10,11.5125,12.29,14.62,9.1219,9.0921,9.1518
2013-05-13,11.8825,12.465,14.745,9.1601,9.1559,9.1644
2013-05-14,11.86,12.4275,14.7375,9.2374,9.2297,9.2451
2013-05-15,12.1675,12.675,14.895,9.2571,9.2517,9.2625
2013-05-16,12.1825,12.66,14.855,9.3216,9.3176,9.3256
2013-05-17,13.0275,13.165,15.21,9.4038,9.3992,9.4083
2013-05-20,13.235,13.3,15.025,9.4432,9.4366,9.4498
2013-05-21,14.275,14.1575,15.365,9.5444,9.5238,9.565
2013-05-22,14.265,14.195,15.1875,9.5728,9.5661,9.5794
2013-05-23,14.5075,14.5325,15.4325,9.5285,9.5208,9.5363
2013-05-24,14.1675,14.3825,15.4025,9.5762,9.5674,9.585
2013-05-27,14.115,14.4175,15.3475,9.6104,9.5861,9.6347
2013-05-28,14.39,14.6625,15.4875,9.7847,9.7735,9.7958
2013-05-29,14.9525,15.08,15.6125,9.8271,9.8176,9.8365
2013-05-30,16.085,15.7075,15.9725,10.0405,10.0331,10.048
2013-05-31,17.2625,16.6425,16.435,10.0915,10.0471,10.1358
2013-06-03,17.53,16.67,16.3,9.815,9.8092,9.8208
2013-06-04,16.9625,16.305,16.065,9.8252,9.8201,9.8303
2013-06-05,18.7975,17.94,17.405,10.0073,9.9983,10.0164
2013-06-06,18.8275,17.895,17.235,9.8624,9.8537,9.8712
2013-06-07,18.43,17.8225,17.2875,9.9633,9.9487,9.9779
2013-06-10,19.495,18.4975,17.675,10.1831,10.175,10.1912
2013-06-11,19.92,18.64,18.185,10.0754,10.066,10.0847
2013-06-12,19.6425,18.25,17.76,10.1133,10.0866,10.14
2013-06-13,18.7925,17.98,17.58,9.8479,9.8357,9.8601
2013-06-14,17.81,17.6675,17.66,9.9452,9.9284,9.962
2013-06-17,18.4675,17.93,17.3375,9.9749,9.9685,9.9813
2013-06-18,18.1275,17.76,17.53,9.9916,9.9713,10.0119
2013-06-19,19.1475,18.075,17.55,10.1847,10.1758,10.1935
2013-06-20,20.4175,18.8725,18.3375,10.243,10.2068,10.2793
2013-06-21,19.81,18.7175,18.1125,10.1623,10.1454,10.1792
2013-06-24,19.9625,18.9,18.2,10.0713,10.0656,10.077
2013-06-25,19.7675,18.69,18.135,10.1065,10.089,10.124
2013-06-26,18.9575,18.305,17.78,10.1101,10.0912,10.1291
2013-06-27,18.245,17.8775,17.5625,9.9443,9.9335,9.955
2013-06-28,18.12,17.87,17.6625,9.8806,9.8656,9.8956
2013-07-01,18.0875,17.805,17.6175,9.9363,9.9268,9.9459
2013-07-02,17.5625,17.5025,17.385,9.998,9.9846,10.0113
2013-07-03,17.78,17.5525,17.2725,10.0924,10.085,10.0998
2013-07-04,17.595,17.325,17.1875,10.038,10.0273,10.0487
2013-07-05,17.71,17.3975,17.235,10.2042,10.1876,10.2208
2013-07-08,17.9875,17.56,17.285,10.1662,10.1591,10.1733
2013-07-09,17.38,17.3,17.2075,10.024,10.0164,10.0316
2013-07-10,17.225,17.04,17.11,9.9835,9.9713,9.9957
2013-07-11,17.3375,17.175,16.9575,9.9904,9.9838,9.997
2013-07-12,16.82,16.8625,16.93,9.9837,9.9642,10.0032
2013-07-15,16.1075,16.78,16.995,9.8727,9.8657,9.8797
2013-07-16,16.4025,16.355,16.675,9.8586,9.8471,9.87
2013-07-17,15.995,16.0975,16.4175,9.8251,9.8094,9.8407
2013-07-18,15.41,15.6775,16.195,9.9316,9.9223,9.9409
2013-07-19,14.9875,15.4025,16.15,9.8741,9.8493,9.8989
2013-07-22,14.09,15.1525,15.825,9.8249,9.7997,9.85
2013-07-23,14.2225,14.58,15.585,9.6826,9.6709,9.6943
2013-07-24,13.83,14.1975,15.3725,9.7845,9.7723,9.7967
2013-07-25,13.82,14.41,15.61,9.7187,9.7052,9.7322
2013-07-26,13.71,14.3975,15.9025,9.7704,9.7402,9.8007
2013-07-29,14.125,14.535,15.805,9.7938,9.7792,9.8085
2013-07-30,13.725,14.565,15.8325,9.8009,9.794,9.8079
2013-07-31,13.895,14.78,16.04,9.8768,9.8489,9.9048
2013-08-01,13.9525,14.6175,16.005,9.9733,9.965,9.9816
2013-08-02,13.8325,14.755,16.0,9.8355,9.8262,9.8447
2013-08-05,13.765,14.6375,16.035,9.843,9.8343,9.8517
2013-08-06,13.5525,14.51,15.9225,9.9342,9.926,9.9424
2013-08-07,13.855,14.665,15.9075,9.9661,9.958,9.9741
2013-08-08,13.86,14.7275,15.96,9.8684,9.8577,9.879
2013-08-09,13.765,14.5975,15.8875,9.8186,9.7978,9.8395
2013-08-12,13.1125,14.6175,15.9075,9.8884,9.8741,9.9027
2013-08-13,13.88,14.61,15.905,9.9962,9.9894,10.0029
2013-08-14,13.8825,14.725,16.0375,9.9738,9.9625,9.9851
2013-08-15,13.845,14.6375,16.0275,9.9922,9.9853,9.9991
2013-08-16,13.9025,14.8125,16.1225,10.0916,10.0818,10.1014
2013-08-19,15.4125,15.4775,16.4625,10.2057,10.1978,10.2137
2013-08-20,15.0675,15.3125,16.235,10.1599,10.153,10.1668
2013-08-21,15.7575,15.725,16.5125,10.3907,10.3785,10.4029
2013-08-22,16.7325,16.7275,17.2475,10.2816,10.2741,10.2891
2013-08-23,16.275,16.3775,17.0525,10.2438,10.232,10.2556
2013-08-26,16.19,16.4175,17.075,10.3282,10.3192,10.3372
2013-08-27,16.9,16.8075,17.1775,10.3897,10.3831,10.3963
2013-08-28,17.0775,16.8625,17.18,10.3176,10.3033,10.332
2013-08-29,16.675,16.6875,17.13,10.3613,10.3521,10.3704
2013-08-30,16.4825,16.655,17.05,10.2799,10.2674,10.2925
2013-09-02,16.2625,16.6025,17.06,10.2833,10.2746,10.2921
2013-09-03,16.5025,16.6275,17.1025,10.3348,10.3199,10.3496
2013-09-04,16.46,16.605,16.995,10.2447,10.235,10.2544
2013-09-05,16.225,16.46,16.935,10.237,10.231,10.243
2013-09-06,15.84,15.96,16.695,10.0155,9.998,10.0329
2013-09-09,15.345,15.8925,16.6025,9.9553,9.9486,9.9621
2013-09-10,15.015,15.5225,16.385,9.9828,9.9771,9.9885
2013-09-11,15.0025,15.475,16.3275,9.8704,9.8641,9.8766
2013-09-12,15.0,15.4125,16.245,9.9708,9.9643,9.9773
2013-09-13,15.3375,15.4575,16.28,9.9302,9.8998,9.9605
2013-09-16,15.01,15.32,16.2175,9.8102,9.7997,9.8206
2013-09-17,14.73,15.0875,16.235,9.8029,9.7961,9.8097
2013-09-18,14.6825,15.0375,16.2375,9.5872,9.5781,9.5963
2013-09-19,14.16,14.71,15.925,9.7053,9.6855,9.725
2013-09-20,13.92,14.665,16.07,9.8881,9.8475,9.9288
2013-09-23,14.28,14.745,16.0475,9.8431,9.8368,9.8493
2013-09-24,14.2825,14.755,16.0525,9.8734,9.8672,9.8797
2013-09-25,14.2125,14.7825,16.1225,9.9909,9.9834,9.9982
2013-09-26,14.28,14.82,16.1575,9.9912,9.9811,10.0013
2013-09-27,15.0125,15.3225,16.3925,10.0886,10.0465,10.1307
2013-09-30,15.805,15.58,16.6425,10.0278,10.0199,10.0356
2013-10-01,15.835,15.59,16.65,10.1233,10.1147,10.1319
2013-10-02,15.995,15.6225,16.6625,10.0168,10.0075,10.026
2013-10-03,15.47,15.215,16.4425,10.0345,10.028,10.041
2013-10-04,15.275,15.1725,16.45,9.9867,9.9752,9.9982
2013-10-07,15.095,15.1425,16.385,10.0026,9.9924,10.0128
2013-10-08,15.02,14.77,16.0525,9.997,9.9917,10.0023
2013-10-09,14.6825,14.8175,16.1075,9.9614,9.9508,9.9721
2013-10-10,14.465,14.635,16.0675,9.9071,9.8956,9.9187
2013-10-11,14.145,14.4225,15.9775,9.8941,9.8683,9.92
2013-10-14,13.92,14.305,15.925,9.9145,9.9045,9.9244
2013-10-15,13.575,13.915,15.735,9.9781,9.966,9.9903
2013-10-16,13.575,13.9575,15.74,9.8648,9.8541,9.8755
2013-10-17,13.205,13.765,15.575,9.8252,9.8184,9.832
2013-10-18,12.8825,13.48,15.5825,9.7884,9.7764,9.8005
2013-10-21,12.7825,13.2125,15.3975,9.8429,9.8297,9.856
2013-10-22,12.5425,13.0625,15.3125,9.7374,9.7246,9.7503
2013-10-23,12.635,13.1075,15.3575,9.7934,9.7811,9.8057
2013-10-24,12.3875,12.9875,15.315,9.7557,9.7495,9.7619
2013-10-25,12.2775,13.045,15.4375,9.827,9.8152,9.8388
2013-10-28,12.27,12.8,15.2925,9.8289,9.8238,9.8341
2013-10-29,12.2525,12.8125,15.225,9.8919,9.8845,9.8992
2013-10-30,12.2525,13.0025,15.18,9.9455,9.9387,9.9522
2013-10-31,12.1425,13.0275,15.26,10.0467,10.0343,10.0591
2013-11-01,13.045,13.5425,15.6025,10.1898,10.1731,10.2065
2013-11-04,13.1025,13.6025,15.56,10.1324,10.105,10.1597
2013-11-05,13.3075,13.6775,15.54,10.2444,10.234,10.2549
2013-11-06,13.115,13.5525,15.5325,10.2694,10.2588,10.28
2013-11-07,13.0975,13.585,15.545,10.2997,10.2852,10.3141
2013-11-08,13.55,13.845,15.785,10.3377,10.3146,10.3608
2013-11-11,13.6525,13.9625,15.745,10.3626,10.3307,10.3945
2013-11-12,13.7625,14.02,15.765,10.3692,10.3599,10.3785
2013-11-13,13.585,13.8525,15.6475,10.2797,10.2731,10.2863
2013-11-14,13.2875,13.7975,15.59,10.1894,10.181,10.1979
2013-11-15,12.885,13.5225,15.385,10.1605,10.151,10.17
2013-11-18,12.56,13.175,15.35,10.1456,10.1383,10.1528
2013-11-19,12.785,13.0725,15.305,10.1826,10.1755,10.1896
2013-11-20,12.805,13.1725,15.38,10.1507,10.1425,10.1589
2013-11-21,12.7475,13.065,15.315,10.1281,10.1226,10.1335
2013-11-22,12.7675,13.23,15.45,10.0695,10.0573,10.0817
2013-11-25,12.6625,13.1425,15.3725,10.1002,10.0926,10.1078
2013-11-26,12.3775,13.185,15.395,10.1314,10.1129,10.15
2013-11-27,12.2675,13.2225,15.385,10.2347,10.2288,10.2407
2013-11-28,12.33,13.28,15.3825,10.2013,10.1805,10.222
2013-11-29,12.4025,13.2475,15.455,10.1742,10.1546,10.1938
2013-12-02,12.5625,13.2575,15.4775,10.2741,10.2685,10.2797
2013-12-03,13.2775,13.8475,15.645,10.331,10.3205,10.3415
2013-12-04,14.0175,14.6475,16.225,10.4364,10.42,10.4529
2013-12-05,14.1625,14.8775,16.2575,10.452,10.4386,10.4653
2013-12-06,14.0425,14.7,16.31,10.3194,10.3,10.3387
2013-12-09,13.9625,14.68,16.2625,10.3927,10.387,10.3984
2013-12-10,13.725,14.3725,16.2225,10.3603,10.3512,10.3693
2013-12-11,13.47,14.28,16.2075,10.377,10.3596,10.3943
2013-12-12,13.3925,14.1725,16.1675,10.3882,10.383,10.3933
2013-12-13,13.16,14.0175,16.2775,10.292,10.2785,10.3056
2013-12-16,13.18,14.06,16.2625,10.2835,10.2725,10.2945
2013-12-17,13.26,14.175,16.27,10.3285,10.3188,10.3382
2013-12-18,11.92,13.705,16.035,10.3439,10.3277,10.36
2013-12-19,12.24,13.6625,16.025,10.3885,10.3685,10.4084
2013-12-20,11.8675,13.5175,16.0875,10.3558,10.3461,10.3654
2013-12-23,11.36,13.6625,16.0775,10.3451,10.3376,10.3526
2013-12-24,11.8525,13.5075,15.9425,10.3301,10.3163,10.344
2013-12-25,11.9325,13.4875,15.935,10.326,10.3169,10.3352
2013-12-26,11.9025,13.5225,15.995,10.3585,10.3468,10.3702
2013-12-27,11.825,13.5275,15.97,10.5304,10.5087,10.5521
2013-12-30,12.6,13.7925,16.115,10.4208,10.4124,10.4292
2013-12-31,12.56,13.78,16.11,10.4926,10.4566,10.5286
2014-01-01,12.635,13.7625,16.1,10.5048,10.4771,10.5324
2014-01-02,13.895,14.4125,16.255,10.6832,10.6765,10.69
2014-01-03,13.9175,14.45,16.23,10.76,10.6405,10.8795
2014-01-06,14.1675,14.5075,16.2625,10.6496,10.639,10.6602
2014-01-07,13.915,14.345,16.25,10.648,10.6402,10.6558
2014-01-08,13.77,14.2825,16.095,10.7706,10.7635,10.7776
2014-01-09,14.005,14.44,16.235,10.7962,10.7852,10.8072
