Dates,EURUSDV1M,EURUSDV3M,EURUSDV1Y,EURUSDPX_LAST,EURUSDPX_BID,EURUSDPX_ASK
2016-05-10,8.17,9.71,9.65,0.8793,0.8793,0.8793
2016-05-11,7.9425,9.54,9.535,0.8752,0.8752,0.8752
2016-05-12,7.715,9.5575,9.6,0.879,0.8789,0.879
2016-05-13,8.01,9.805,9.7825,0.8844,0.8843,0.8844
2016-05-16,8.82,9.955,9.9125,0.8834,0.8833,0.8834
2016-05-17,8.545,9.745,9.815,0.8839,0.8839,0.8839
2016-05-18,9.06,9.735,9.83,0.8915,0.8915,0.8916
2016-05-19,9.015,9.79,9.91,0.8926,0.8926,0.8927
2016-05-20,8.815,9.5025,9.8025,0.891,0.891,0.891
2016-05-23,8.83,9.32,9.72,0.8913,0.8912,0.8913
2016-05-24,8.86,9.2,9.6525,0.8976,0.8976,0.8976
2016-05-25,8.665,8.905,9.5825,0.8965,0.8964,0.8965
2016-05-26,9.0225,8.57,9.3975,0.8934,0.8934,0.8934
2016-05-27,9.0225,8.515,9.3675,0.8997,0.8996,0.8998
2016-05-30,9.4,8.67,9.44,0.8978,0.8978,0.8979
2016-05-31,9.6675,8.885,9.4125,0.8983,0.8983,0.8983
2016-06-01,10.105,9.175,9.5375,0.8939,0.8938,0.8939
2016-06-02,9.395,8.895,9.25,0.8967,0.8967,0.8968
2016-06-03,8.88,8.415,8.885,0.8798,0.8797,0.8798
2016-06-06,9.4975,8.755,9.0925,0.8807,0.8806,0.8808
2016-06-07,9.4375,8.65,9.0325,0.8804,0.8804,0.8805
2016-06-08,9.7075,8.915,9.1,0.8776,0.8775,0.8776
2016-06-09,10.61,9.515,9.415,0.8837,0.8837,0.8837
2016-06-10,12.0425,10.42,10.1575,0.8888,0.8888,0.8888
2016-06-13,12.49,10.595,10.235,0.8855,0.8855,0.8856
2016-06-14,13.465,11.42,10.54,0.8923,0.8923,0.8924
2016-06-15,11.9175,10.22,10.0075,0.8881,0.8881,0.8882
2016-06-16,12.27,10.58,10.07,0.8908,0.8908,0.8909
2016-06-17,11.9125,10.105,9.9775,0.8868,0.8868,0.8868
2016-06-20,10.9175,9.57,9.51,0.8841,0.884,0.8841
2016-06-21,11.19,9.56,9.5575,0.8895,0.8895,0.8896
2016-06-22,11.955,9.9975,9.72,0.8852,0.8852,0.8853
2016-06-23,10.48,9.57,9.43,0.8785,0.8783,0.8786
2016-06-24,12.28,11.675,11.015,0.9005,0.9004,0.9006
2016-06-27,12.24,11.4625,10.925,0.907,0.907,0.907
2016-06-28,10.55,10.3125,10.3075,0.9037,0.9037,0.9038
2016-06-29,9.775,9.535,9.765,0.8989,0.8988,0.8989
2016-06-30,9.6275,9.6775,9.8075,0.9004,0.9003,0.9004
2016-07-01,9.2125,9.295,9.8175,0.8979,0.8978,0.8979
2016-07-04,9.235,9.335,9.7875,0.8965,0.8965,0.8966
2016-07-05,9.825,9.635,9.985,0.9029,0.9029,0.9029
2016-07-06,9.725,9.705,9.945,0.9009,0.9009,0.901
2016-07-07,9.32,9.455,9.8625,0.904,0.9039,0.904
2016-07-08,8.9175,9.07,9.755,0.905,0.9049,0.905
2016-07-11,8.9175,8.925,9.665,0.9043,0.9043,0.9044
2016-07-12,8.6025,8.59,9.505,0.9041,0.9041,0.9041
2016-07-13,8.4325,8.58,9.4275,0.9017,0.9017,0.9018
2016-07-14,7.9925,8.315,9.355,0.8993,0.8992,0.8993
2016-07-15,8.155,8.395,9.5275,0.9062,0.9061,0.9062
2016-07-18,8.1975,8.3725,9.4775,0.9029,0.9029,0.9029
2016-07-19,8.53,8.6275,9.665,0.9074,0.9073,0.9074
2016-07-20,8.435,8.82,9.7125,0.9079,0.9078,0.9079
2016-07-21,7.9775,8.7575,9.6975,0.9069,0.9069,0.907
2016-07-22,7.9625,8.61,9.7125,0.911,0.9109,0.911
2016-07-25,7.9925,8.7025,9.7,0.9095,0.9095,0.9096
2016-07-26,7.6925,8.4425,9.515,0.9103,0.9102,0.9103
2016-07-27,7.2425,8.1125,9.28,0.9043,0.9042,0.9043
2016-07-28,7.0975,7.9375,8.83,0.9028,0.9028,0.9029
2016-07-29,7.11,7.9125,8.84,0.8949,0.8948,0.8949
2016-08-01,7.0025,7.64,8.6825,0.8958,0.8958,0.8958
2016-08-02,7.14,7.74,8.7,0.891,0.891,0.891
2016-08-03,7.055,7.78,8.6825,0.8968,0.8968,0.8969
2016-08-04,7.0425,8.015,8.7375,0.8985,0.8984,0.8985
2016-08-05,6.8325,7.8625,8.8025,0.902,0.9019,0.902
2016-08-08,7.315,7.8925,8.7325,0.9019,0.9018,0.9019
2016-08-09,7.08,8.3475,8.6575,0.8995,0.8995,0.8996
2016-08-10,7.15,8.2575,8.6075,0.8948,0.8947,0.8948
2016-08-11,6.9275,8.2075,8.5975,0.8979,0.8978,0.8979
2016-08-12,6.735,8.1075,8.575,0.8959,0.8958,0.896
2016-08-15,6.855,8.0525,8.565,0.8942,0.8941,0.8942
2016-08-16,7.36,8.3375,8.6575,0.8866,0.8866,0.8867
2016-08-17,7.33,8.275,8.6625,0.8856,0.8856,0.8857
2016-08-18,7.2025,8.1275,8.6175,0.8808,0.8807,0.8808
2016-08-19,7.2425,8.0975,8.6275,0.883,0.8829,0.8831
2016-08-22,7.9,8.1,8.6,0.8833,0.8833,0.8834
2016-08-23,7.8525,8.0925,8.5875,0.8845,0.8845,0.8846
2016-08-24,8.1775,8.3825,8.8325,0.8878,0.8878,0.8878
2016-08-25,7.845,8.23,8.7775,0.886,0.886,0.886
2016-08-26,7.71,8.325,8.81,0.8931,0.893,0.8931
2016-08-29,8.11,8.49,8.9325,0.8938,0.8937,0.8938
2016-08-30,8.2325,8.5575,8.97,0.8974,0.8974,0.8975
2016-08-31,8.245,8.6725,9.08,0.8962,0.8962,0.8963
2016-09-01,7.96,8.6075,8.9975,0.8931,0.8931,0.8932
2016-09-02,7.4525,8.36,8.9175,0.8964,0.8964,0.8965
2016-09-05,7.5225,8.3,8.785,0.8971,0.897,0.8971
2016-09-06,7.5725,8.21,8.73,0.8885,0.8884,0.8885
2016-09-07,7.295,8.055,8.57,0.8897,0.8897,0.8898
2016-09-08,6.9475,8.1075,8.5575,0.888,0.888,0.888
2016-09-09,7.19,8.305,8.68,0.8903,0.8903,0.8904
2016-09-12,7.455,8.4575,8.8075,0.89,0.89,0.8901
2016-09-13,7.1875,8.2575,8.7675,0.8912,0.8912,0.8912
2016-09-14,7.3075,8.4275,8.86,0.8889,0.8889,0.8889
2016-09-15,6.87,8.4025,8.76,0.8894,0.8894,0.8894
2016-09-16,6.97,8.5975,8.8475,0.8963,0.8962,0.8964
2016-09-19,7.105,8.53,8.855,0.8949,0.8948,0.8949
2016-09-20,7.095,8.555,8.87,0.8968,0.8968,0.8969
2016-09-21,7.0525,8.4975,8.8875,0.8937,0.8936,0.8939
2016-09-22,6.32,8.155,8.65,0.8922,0.8921,0.8923
2016-09-23,6.2575,8.1875,8.6775,0.8908,0.8906,0.8911
2016-09-26,6.535,8.395,8.875,0.8886,0.8885,0.8887
2016-09-27,6.6,8.255,8.965,0.8915,0.8915,0.8916
2016-09-28,6.69,8.355,9.02,0.8915,0.8914,0.8915
2016-09-29,6.6975,8.3775,9.01,0.891,0.8909,0.8911
2016-09-30,6.815,8.36,9.0,0.8901,0.8892,0.891
2016-10-03,6.8775,8.1975,8.99,0.892,0.8919,0.8921
2016-10-04,7.2275,8.3325,9.0525,0.8925,0.8924,0.8926
2016-10-05,7.0025,8.2575,8.995,0.8924,0.8923,0.8925
2016-10-06,7.9475,8.4075,9.0925,0.8968,0.8966,0.897
2016-10-07,8.07,8.5175,9.125,0.8929,0.8926,0.8931
2016-10-10,7.715,8.33,9.03,0.8977,0.8977,0.8978
2016-10-11,8.485,8.8325,9.355,0.9047,0.9046,0.9047
2016-10-12,8.6675,8.8325,9.4175,0.9085,0.9084,0.9087
2016-10-13,7.73,8.5375,9.2425,0.9044,0.9044,0.9045
2016-10-14,7.5825,8.2725,9.1,0.9113,0.9111,0.9116
2016-10-17,7.75,8.39,9.195,0.9091,0.909,0.9092
2016-10-18,7.5675,8.2625,9.1125,0.9107,0.9105,0.9108
2016-10-19,7.3425,8.255,9.0975,0.9113,0.9112,0.9113
2016-10-20,7.1025,8.2225,9.07,0.915,0.9149,0.915
2016-10-21,7.2975,8.45,9.265,0.9187,0.9184,0.9191
2016-10-24,7.1625,8.3075,9.1375,0.919,0.9189,0.9191
2016-10-25,7.2175,8.3225,9.1125,0.9184,0.9183,0.9185
2016-10-26,7.1425,8.2075,9.0325,0.9167,0.9166,0.9168
2016-10-27,6.8925,8.1725,9.0275,0.9177,0.9175,0.9179
2016-10-28,7.0825,8.115,8.965,0.9102,0.9099,0.9106
2016-10-31,7.2725,8.2025,9.015,0.9107,0.9106,0.9107
2016-11-01,7.77,8.325,9.15,0.9045,0.9045,0.9046
2016-11-02,8.5625,8.9325,9.3875,0.9011,0.901,0.9011
2016-11-03,8.77,8.7325,9.2225,0.9005,0.9004,0.9006
2016-11-04,9.645,8.8875,9.1825,0.8976,0.8973,0.8978
2016-11-07,8.4025,8.3275,8.84,0.9058,0.9057,0.9058
2016-11-08,8.93,8.055,8.735,0.907,0.9068,0.9071
2016-11-09,8.8975,8.48,9.0125,0.9167,0.9165,0.9168
2016-11-10,8.83,8.685,9.405,0.918,0.9178,0.9182
2016-11-11,9.2425,9.0225,9.8075,0.9211,0.9205,0.9216
2016-11-14,10.2675,9.71,10.3775,0.9314,0.9313,0.9314
2016-11-15,10.1,9.14,10.0725,0.9326,0.9324,0.9327
2016-11-16,10.7275,9.5025,10.3275,0.9354,0.9353,0.9355
2016-11-17,10.2975,9.435,10.315,0.9412,0.941,0.9413
2016-11-18,11.33,10.0225,10.695,0.9444,0.9441,0.9447
2016-11-21,10.955,9.675,10.295,0.9409,0.9407,0.941
2016-11-22,10.4375,9.3325,10.13,0.941,0.9409,0.9411
2016-11-23,11.17,9.745,10.375,0.9477,0.9475,0.9479
2016-11-24,10.705,9.7675,10.3625,0.9475,0.9471,0.9479
2016-11-25,9.9975,9.4675,10.225,0.944,0.943,0.9449
2016-11-28,10.435,9.5775,10.2375,0.9424,0.9423,0.9425
2016-11-29,10.7525,9.7275,10.3575,0.939,0.9389,0.9391
2016-11-30,11.7425,10.2825,10.5575,0.9444,0.9443,0.9445
2016-12-01,11.0325,10.0725,10.4975,0.9379,0.9378,0.9381
2016-12-02,10.7375,10.085,10.5675,0.9375,0.9368,0.9382
2016-12-05,9.7325,9.6175,10.4375,0.929,0.9289,0.9291
2016-12-06,9.655,9.7375,10.5,0.933,0.9328,0.9331
2016-12-07,9.345,9.545,10.52,0.93,0.93,0.9301
2016-12-08,9.005,9.7275,10.6475,0.9421,0.942,0.9422
2016-12-09,9.465,10.095,10.815,0.9469,0.9466,0.9471
2016-12-12,9.5575,10.09,10.865,0.9402,0.9401,0.9403
2016-12-13,9.205,9.8075,10.705,0.9411,0.941,0.9411
2016-12-14,9.4,10.015,10.975,0.9491,0.949,0.9492
2016-12-15,9.97,11.115,11.25,0.9603,0.9601,0.9604
2016-12-16,9.995,11.12,11.185,0.9568,0.9564,0.9573
2016-12-19,10.61,11.125,11.08,0.9613,0.9612,0.9614
2016-12-20,10.475,10.895,10.94,0.9627,0.9626,0.9628
2016-12-21,10.015,10.675,10.75,0.9593,0.9592,0.9595
2016-12-22,9.83,10.465,10.575,0.9581,0.958,0.9582
2016-12-23,10.1975,10.655,10.595,0.9564,0.9559,0.9569
2016-12-26,10.4225,10.76,10.625,0.9565,0.9559,0.9571
2016-12-27,10.6075,10.8,10.67,0.9563,0.956,0.9565
2016-12-28,10.84,10.83,10.665,0.9604,0.9602,0.9605
2016-12-29,10.1725,10.5625,10.575,0.9532,0.953,0.9533
2016-12-30,10.3125,10.53,10.52,0.9506,0.9499,0.9513
2017-01-02,10.8975,10.71,10.55,0.9565,0.9562,0.9568
2017-01-03,10.925,10.49,10.51,0.9611,0.961,0.9612
2017-01-04,10.41,10.115,10.275,0.9534,0.9532,0.9535
2017-01-05,10.405,10.105,10.215,0.9428,0.9427,0.9429
2017-01-06,9.615,9.645,9.915,0.9493,0.9488,0.9497
2017-01-09,10.065,10.01,10.14,0.9459,0.9459,0.946
2017-01-10,9.85,9.755,10.0,0.9475,0.9474,0.9476
2017-01-11,10.115,9.975,10.23,0.945,0.9449,0.9451
2017-01-12,9.56,9.65,9.86,0.9423,0.9422,0.9424
2017-01-13,9.25,9.45,9.755,0.9395,0.9391,0.94
2017-01-16,9.6625,9.64,9.9225,0.9434,0.9429,0.9439
2017-01-17,9.285,9.23,9.7,0.9334,0.9333,0.9335
2017-01-18,9.01,9.195,9.81,0.9408,0.9407,0.9409
2017-01-19,8.895,9.35,9.945,0.9377,0.9376,0.9378
2017-01-20,8.645,9.23,9.905,0.9345,0.9341,0.9348
2017-01-23,8.565,9.075,9.71,0.929,0.9289,0.9291
2017-01-24,8.18,9.045,9.66,0.9319,0.9317,0.932
2017-01-25,7.8925,9.0175,9.6925,0.9304,0.9303,0.9305
2017-01-26,8.25,9.2275,9.8275,0.9361,0.9361,0.9362
2017-01-27,8.0475,9.125,9.9,0.9347,0.9341,0.9353
2017-01-30,8.49,9.6475,10.125,0.9349,0.9348,0.935
2017-01-31,8.22,9.2775,9.99,0.9261,0.926,0.9262
2017-02-01,7.9625,9.0525,9.9125,0.9286,0.9285,0.9287
2017-02-02,7.8925,8.9125,9.7125,0.9295,0.9294,0.9296
2017-02-03,7.6925,8.8075,9.7575,0.9272,0.9267,0.9278
2017-02-06,7.8075,9.0625,10.0125,0.9302,0.9301,0.9303
2017-02-07,7.91,9.25,10.06,0.936,0.936,0.9361
2017-02-08,7.885,10.36,10.08,0.9347,0.9347,0.9348
2017-02-09,7.94,10.28,10.075,0.9385,0.9384,0.9386
2017-02-10,8.0625,10.335,10.1325,0.9398,0.9395,0.9402
2017-02-13,8.06,10.39,10.0475,0.9437,0.9436,0.9438
2017-02-14,7.8375,10.36,9.97,0.9454,0.9453,0.9455
2017-02-15,7.7375,10.2375,9.9775,0.9434,0.9433,0.9435
2017-02-16,8.3525,10.05,9.79,0.9369,0.9368,0.937
2017-02-17,8.4525,10.295,9.86,0.9422,0.9416,0.9428
2017-02-20,8.2825,10.47,9.91,0.9421,0.9419,0.9424
2017-02-21,8.91,11.005,10.155,0.9491,0.9489,0.9492
2017-02-22,8.8275,11.045,10.155,0.9471,0.947,0.9473
2017-02-23,8.7525,11.0,10.095,0.945,0.9449,0.9452
2017-02-24,8.1575,10.73,10.06,0.9468,0.9465,0.9472
2017-02-27,8.2875,10.625,9.925,0.9446,0.9446,0.9447
2017-02-28,7.9475,10.26,9.655,0.9455,0.9454,0.9456
2017-03-01,8.1,10.18,9.635,0.9482,0.9481,0.9482
2017-03-02,7.9775,10.195,9.6325,0.9518,0.9516,0.9519
2017-03-03,7.3175,9.29,9.335,0.9413,0.941,0.9417
2017-03-06,7.2625,9.245,9.3275,0.9451,0.9449,0.9452
2017-03-07,7.24,9.175,9.3175,0.9464,0.9463,0.9465
2017-03-08,7.365,9.295,9.29,0.9487,0.9486,0.9487
2017-03-09,7.175,9.35,9.3925,0.9454,0.9454,0.9455
2017-03-10,7.285,9.2275,9.32,0.9369,0.9364,0.9375
2017-03-13,7.16,9.25,9.29,0.9387,0.9386,0.9387
2017-03-14,7.03,9.22,9.245,0.943,0.943,0.9431
2017-03-15,6.79,9.1975,9.105,0.9317,0.9315,0.9318
2017-03-16,6.555,8.6675,8.7025,0.9289,0.9288,0.929
2017-03-17,6.84,8.8575,8.7925,0.9312,0.9311,0.9314
2017-03-20,7.3075,9.2825,8.8225,0.9312,0.9311,0.9312
2017-03-21,7.1975,9.0725,8.66,0.925,0.925,0.9251
2017-03-22,7.275,9.2025,8.755,0.9262,0.9261,0.9262
2017-03-23,8.315,9.3,8.825,0.9274,0.9273,0.9274
2017-03-24,8.18,9.1,8.72,0.9261,0.9257,0.9265
2017-03-27,8.44,9.0225,8.6175,0.9206,0.9205,0.9206
2017-03-28,8.4,9.0,8.695,0.9247,0.9247,0.9248
2017-03-29,8.4625,9.0475,8.68,0.9289,0.9288,0.9289
2017-03-30,8.4825,9.145,8.7075,0.9368,0.9367,0.9369
2017-03-31,8.385,9.035,8.69,0.9385,0.9382,0.9389
2017-04-03,8.4,8.985,8.635,0.9372,0.9372,0.9373
2017-04-04,8.7675,9.035,8.635,0.9369,0.9368,0.937
2017-04-05,8.7375,9.1075,8.6725,0.9378,0.9377,0.9379
2017-04-06,11.885,9.435,8.85,0.9394,0.9394,0.9395
2017-04-07,12.245,9.7225,8.9975,0.9443,0.9441,0.9445
2017-04-10,12.4625,9.525,8.8675,0.9437,0.9437,0.9438
2017-04-11,12.665,9.58,8.91,0.943,0.9429,0.9431
2017-04-12,12.89,9.905,8.9675,0.9376,0.9375,0.9377
2017-04-13,12.8925,9.7775,8.9325,0.9423,0.9422,0.9423
2017-04-14,12.9475,9.7425,8.885,0.9422,0.9419,0.9425
2017-04-17,13.4575,9.935,8.9525,0.9396,0.9394,0.9397
2017-04-18,12.91,9.6275,8.9375,0.9319,0.9319,0.932
2017-04-19,12.65,9.52,8.845,0.9336,0.9334,0.9337
2017-04-20,12.61,9.695,8.9225,0.9331,0.933,0.9331
2017-04-21,13.0125,9.96,9.1075,0.9325,0.9314,0.9335
2017-04-24,8.3475,7.9475,8.21,0.9201,0.9201,0.9202
2017-04-25,8.6025,8.14,8.24,0.9152,0.9152,0.9153
2017-04-26,8.485,8.1725,8.2,0.9171,0.917,0.9172
2017-04-27,7.93,7.8125,8.0475,0.9197,0.9197,0.9198
2017-04-28,7.82,7.7975,7.97,0.9178,0.9174,0.9182
2017-05-01,7.905,7.815,7.9575,0.9175,0.9174,0.9176
2017-05-02,7.6975,7.6675,7.895,0.9147,0.9147,0.9148
2017-05-03,7.47,7.565,7.8375,0.9187,0.9186,0.9188
2017-05-04,7.7025,7.7575,7.84,0.9104,0.9103,0.9104
2017-05-05,7.72,7.695,7.735,0.9092,0.9091,0.9093
2017-05-08,7.3875,7.045,7.325,0.9154,0.9154,0.9155
2017-05-09,7.055,6.86,7.235,0.9196,0.9195,0.9197
2017-05-10,7.0775,6.9075,7.3075,0.9202,0.9201,0.9202
2017-05-11,6.8375,6.8025,7.4,0.9207,0.9206,0.9208
2017-05-12,6.7225,6.6275,7.415,0.9147,0.9144,0.915
2017-05-15,7.3475,6.77,7.46,0.9111,0.9111,0.9112
2017-05-16,7.59,6.95,7.57,0.9023,0.9022,0.9024
2017-05-17,8.1325,7.305,7.7975,0.8961,0.896,0.8961
2017-05-18,7.885,7.26,7.805,0.9007,0.9006,0.9007
2017-05-19,7.8275,7.1675,7.785,0.8923,0.8921,0.8925
2017-05-22,7.81,7.0925,7.7575,0.8899,0.8899,0.8899
2017-05-23,7.82,7.185,7.87,0.8942,0.8942,0.8943
2017-05-24,7.68,7.1775,7.88,0.8914,0.8913,0.8914
2017-05-25,7.1,6.82,7.715,0.892,0.892,0.8921
2017-05-26,7.24,6.91,7.74,0.8944,0.894,0.8949
2017-05-29,7.4425,6.9475,7.7275,0.8958,0.8957,0.8959
2017-05-30,7.3625,6.94,7.9325,0.894,0.8939,0.8941
2017-05-31,7.1925,6.885,7.8625,0.8894,0.8894,0.8895
2017-06-01,6.85,6.79,7.88,0.8919,0.8918,0.8919
2017-06-02,6.8,6.7125,7.85,0.8863,0.8861,0.8864
2017-06-05,6.855,6.72,7.8,0.8886,0.8885,0.8886
2017-06-06,6.9,6.71,7.7725,0.8867,0.8867,0.8868
2017-06-07,7.1275,6.96,7.8925,0.8884,0.8882,0.8885
2017-06-08,6.6525,6.8025,7.7425,0.8918,0.8918,0.8919
2017-06-09,6.2225,6.5275,7.57,0.8933,0.8931,0.8935
2017-06-12,6.06,6.365,7.395,0.8926,0.8925,0.8927
2017-06-13,6.04,6.315,7.3725,0.892,0.892,0.8921
2017-06-14,5.98,6.41,7.48,0.8914,0.8913,0.8914
2017-06-15,5.9475,6.5,7.53,0.8973,0.8972,0.8973
2017-06-16,5.7775,6.3075,7.4275,0.8931,0.8929,0.8932
2017-06-19,5.725,6.19,7.29,0.897,0.8969,0.897
2017-06-20,5.9775,6.1925,7.325,0.8981,0.8981,0.8982
2017-06-21,5.9925,6.4675,7.4325,0.8954,0.8954,0.8955
2017-06-22,5.745,6.4475,7.49,0.8968,0.8967,0.8968
2017-06-23,5.695,6.41,7.465,0.8933,0.8931,0.8935
2017-06-26,5.6725,6.345,7.43,0.8943,0.8943,0.8944
2017-06-27,6.3975,6.685,7.6275,0.8819,0.8818,0.882
2017-06-28,7.205,7.17,7.7125,0.879,0.8789,0.879
2017-06-29,7.11,7.2475,7.7,0.8741,0.874,0.8741
2017-06-30,6.755,6.965,7.5325,0.8752,0.875,0.8753
2017-07-03,6.6725,6.8175,7.37,0.88,0.8799,0.88
2017-07-04,6.695,6.8175,7.36,0.8815,0.8812,0.8817
2017-07-05,6.83,6.92,7.4175,0.8809,0.8809,0.881
2017-07-06,6.69,6.89,7.42,0.8754,0.8754,0.8755
2017-07-07,6.78,6.875,7.43,0.8772,0.8769,0.8775
2017-07-10,6.4425,6.675,7.325,0.8772,0.8772,0.8773
2017-07-11,6.5775,6.7825,7.4125,0.8721,0.872,0.8721
2017-07-12,6.6075,6.835,7.4975,0.8763,0.8763,0.8763
2017-07-13,6.325,6.7875,7.4375,0.8774,0.8773,0.8774
2017-07-14,6.17,6.695,7.385,0.8719,0.8718,0.872
2017-07-17,6.335,6.795,7.445,0.8712,0.8711,0.8713
2017-07-18,6.98,7.33,7.7,0.8655,0.8655,0.8656
2017-07-19,6.9175,7.265,7.66,0.8684,0.8684,0.8685
2017-07-20,6.7325,7.3775,7.66,0.8598,0.8597,0.8598
2017-07-21,6.6,7.3,7.59,0.8572,0.857,0.8574
2017-07-24,6.7075,7.3375,7.5775,0.8589,0.8588,0.8591
2017-07-25,6.92,7.52,7.7075,0.8585,0.8585,0.8586
2017-07-26,6.915,7.66,7.67,0.8522,0.8521,0.8523
2017-07-27,7.385,7.795,7.735,0.8564,0.8563,0.8565
2017-07-28,7.3825,7.73,7.775,0.8511,0.8506,0.8515
2017-07-31,7.505,7.715,7.78,0.8445,0.8444,0.8445
2017-08-01,7.705,7.8575,7.805,0.8473,0.8473,0.8474
2017-08-02,7.895,7.9825,7.91,0.8435,0.8434,0.8435
2017-08-03,7.9375,8.19,8.03,0.8425,0.8424,0.8426
2017-08-04,7.6075,7.94,7.9525,0.8494,0.8493,0.8494
2017-08-07,8.0275,7.7075,7.75,0.8478,0.8477,0.8478
2017-08-08,7.9625,7.7,7.755,0.8509,0.8508,0.851
2017-08-09,8.395,7.875,7.91,0.8504,0.8504,0.8505
2017-08-10,8.295,8.025,7.97,0.8495,0.8494,0.8495
2017-08-11,8.1225,7.97,8.065,0.8459,0.8458,0.8461
2017-08-14,8.05,7.76,7.9,0.8488,0.8488,0.8489
2017-08-15,8.1,7.76,7.845,0.8522,0.8521,0.8522
2017-08-16,7.8425,7.6975,7.835,0.8498,0.8498,0.8499
2017-08-17,7.76,7.7425,7.845,0.853,0.8529,0.853
2017-08-18,7.7025,7.685,7.875,0.8503,0.8501,0.8506
2017-08-21,8.1725,7.7075,7.885,0.8464,0.8463,0.8464
2017-08-22,8.1025,7.66,7.88,0.8502,0.8501,0.8503
2017-08-23,8.13,7.6875,7.8975,0.847,0.8469,0.847
2017-08-24,7.8275,7.655,7.91,0.8475,0.8474,0.8475
2017-08-25,7.7125,7.5875,7.945,0.8386,0.8382,0.8389
2017-08-28,7.8425,7.66,7.995,0.8348,0.8348,0.8349
2017-08-29,8.325,7.9675,8.155,0.8352,0.8352,0.8353
2017-08-30,8.2375,7.9525,8.17,0.8415,0.8414,0.8415
2017-08-31,8.23,7.965,8.11,0.8397,0.8396,0.8397
2017-09-01,7.995,7.87,8.0225,0.8432,0.843,0.8434
2017-09-04,8.26,7.99,8.09,0.8406,0.8403,0.841
2017-09-05,8.5225,8.1,8.13,0.8394,0.8394,0.8394
2017-09-06,8.64,8.185,8.19,0.8391,0.8391,0.8392
2017-09-07,8.19,8.1525,8.1875,0.8317,0.8316,0.8318
2017-09-08,8.1575,8.195,8.24,0.8308,0.8306,0.831
2017-09-11,7.8075,7.8725,8.0975,0.8366,0.8365,0.8367
2017-09-12,7.76,7.825,8.0675,0.8357,0.8356,0.8357
2017-09-13,7.9325,7.92,8.0725,0.8413,0.8412,0.8415
2017-09-14,7.735,8.145,8.0025,0.839,0.839,0.8391
2017-09-15,7.6,8.1125,7.95,0.837,0.8368,0.8373
2017-09-18,7.7175,8.1275,7.99,0.8365,0.8364,0.8367
2017-09-19,7.785,8.2,8.045,0.8337,0.8337,0.8338
2017-09-20,7.575,8.06,7.9725,0.8408,0.8407,0.8409
2017-09-21,7.33,8.125,8.0,0.8374,0.8373,0.8374
2017-09-22,7.5375,8.3025,8.1275,0.8368,0.8362,0.8373
2017-09-25,7.685,8.3125,8.1175,0.8439,0.8439,0.844
2017-09-26,8.2075,8.0875,7.955,0.848,0.8479,0.848
2017-09-27,8.1525,7.75,7.685,0.8514,0.8514,0.8515
2017-09-28,7.845,7.68,7.725,0.8484,0.8483,0.8484
2017-09-29,7.4975,7.435,7.62,0.8464,0.8462,0.8466
2017-10-02,7.705,7.2925,7.6375,0.8523,0.8523,0.8524
2017-10-03,7.43,7.06,7.5775,0.8515,0.8514,0.8515
2017-10-04,7.4625,7.09,7.605,0.8504,0.8503,0.8504
2017-10-05,7.1975,7.005,7.69,0.8539,0.8538,0.8539
2017-10-06,7.055,6.9225,7.68,0.8525,0.8522,0.8528
2017-10-09,7.0,6.83,7.71,0.8518,0.8517,0.8518
2017-10-10,7.375,7.0675,7.875,0.8469,0.8468,0.8469
2017-10-11,7.4925,7.1725,7.945,0.8432,0.8432,0.8433
2017-10-12,7.32,7.165,7.845,0.8453,0.8453,0.8454
2017-10-13,7.1225,6.9875,7.82,0.8459,0.8456,0.8462
2017-10-16,7.165,6.94,7.7175,0.8477,0.8477,0.8478
2017-10-17,6.985,6.76,7.64,0.8499,0.8499,0.85
2017-10-18,6.915,6.6675,7.42,0.8484,0.8483,0.8484
2017-10-19,6.935,6.835,7.4875,0.8437,0.8436,0.8438
2017-10-20,6.975,6.825,7.485,0.8487,0.8485,0.849
2017-10-23,6.98,6.78,7.4775,0.8511,0.851,0.8512
2017-10-24,6.73,6.6425,7.385,0.8503,0.8502,0.8503
2017-10-25,6.7975,6.8025,7.45,0.8465,0.8465,0.8466
2017-10-26,6.46,6.8475,7.5,0.8584,0.8583,0.8585
2017-10-27,6.44,6.755,7.45,0.8614,0.8612,0.8617
2017-10-30,6.37,6.675,7.405,0.8582,0.8582,0.8583
2017-10-31,6.0475,6.4425,7.2275,0.8587,0.8586,0.8587
2017-11-01,6.005,6.4325,7.1625,0.8607,0.8606,0.8607
2017-11-02,5.995,6.5825,7.205,0.8577,0.8577,0.8578
2017-11-03,5.625,6.32,7.205,0.8615,0.8612,0.8617
2017-11-06,5.5175,6.15,7.085,0.8613,0.8613,0.8614
2017-11-07,5.5525,6.085,7.045,0.8631,0.863,0.8631
2017-11-08,5.5175,6.0975,7.0275,0.8625,0.8624,0.8625
2017-11-09,5.7225,6.245,7.105,0.859,0.8589,0.859
2017-11-10,5.68,6.185,7.05,0.8573,0.8571,0.8575
2017-11-13,5.78,6.205,7.095,0.8571,0.8571,0.8572
2017-11-14,7.15,6.57,7.34,0.8476,0.8476,0.8476
2017-11-15,7.325,6.6775,7.4175,0.8481,0.848,0.8482
2017-11-16,6.59,6.3225,7.255,0.8497,0.8496,0.8497
2017-11-17,6.7,6.325,7.2825,0.8481,0.8476,0.8485
